0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000111e-01 9.362514615028780240e-03 1.153479257727420444e-02 0.000000000000000000e+00 6.901994291829191726e-03 6.519657367203782021e-03 0.000000000000000000e+00
4.000000000000000222e-01 9.781806841462563351e-03 1.308585429532313840e-02 0.000000000000000000e+00 8.156454886195574003e-03 4.939891652658879272e-03 0.000000000000000000e+00
5.999999999999999778e-01 9.298575494412743281e-03 1.151633872912507899e-02 0.000000000000000000e+00 6.904854051380879786e-03 3.532525281024700373e-03 0.000000000000000000e+00
8.000000000000000444e-01 1.100509368964747679e-02 1.045694844560403174e-02 0.000000000000000000e+00 2.126218250914437696e-02 2.214552279069213411e-02 0.000000000000000000e+00
1.000000000000000000e+00 1.338994524094982465e-02 1.024844915855589907e-02 0.000000000000000000e+00 2.537215175068642872e-02 2.228081302581244594e-02 0.000000000000000000e+00
1.199999999999999956e+00 1.362499506421640562e-02 9.809884601894063721e-03 0.000000000000000000e+00 4.157612157946486559e-02 2.250390425585039114e-02 0.000000000000000000e+00
1.400000000000000133e+00 1.557184710385076630e-02 5.948713654263828449e-03 0.000000000000000000e+00 6.320335999919766967e-02 2.990402714424554229e-02 0.000000000000000000e+00
1.600000000000000089e+00 2.872432201299349175e-02 1.610046699173109733e-02 0.000000000000000000e+00 6.720009873655827248e-02 3.231466020935568756e-02 0.000000000000000000e+00
1.800000000000000044e+00 2.403535702678963673e-02 1.626590450723674336e-02 0.000000000000000000e+00 6.922661564203633211e-02 2.792824529318922722e-02 0.000000000000000000e+00
2.000000000000000000e+00 1.277329255372519970e-02 1.642118643115202115e-02 0.000000000000000000e+00 9.072011192316203898e-02 4.226712474073522630e-02 0.000000000000000000e+00
2.200000000000000178e+00 8.009393063204018476e-03 1.342552668008350700e-02 0.000000000000000000e+00 1.229565569974550576e-01 4.566759802741403307e-02 0.000000000000000000e+00
2.399999999999999911e+00 1.077726609830986608e-02 1.311673878752830230e-02 0.000000000000000000e+00 1.522502545231685378e-01 4.263831317242635505e-02 1.000000000000000000e+00
2.600000000000000089e+00 1.378578160542987853e-02 1.348867843829338123e-02 0.000000000000000000e+00 1.751287539417181738e-01 4.119689640356207633e-02 1.000000000000000000e+00
2.800000000000000266e+00 1.417587486189649318e-02 1.421409018461485159e-02 0.000000000000000000e+00 1.712016072696730395e-01 4.173313832153917324e-02 1.000000000000000000e+00
3.000000000000000000e+00 1.958855922195399182e-02 1.486840653921769548e-02 0.000000000000000000e+00 1.480190303122642104e-01 4.220759636606943171e-02 1.000000000000000000e+00
3.200000000000000178e+00 2.487114288403360213e-02 1.472417794314867349e-02 0.000000000000000000e+00 1.344350134165170074e-01 4.177334128891671550e-02 0.000000000000000000e+00
3.399999999999999911e+00 4.061765388265284327e-02 2.368613959563721852e-02 0.000000000000000000e+00 1.380881732911142801e-01 4.027754333817148286e-02 1.000000000000000000e+00
3.600000000000000089e+00 4.882753133901514969e-02 2.205259159296430946e-02 0.000000000000000000e+00 1.706888070667945401e-01 5.562473215544423699e-02 0.000000000000000000e+00
3.800000000000000266e+00 4.132322271007105030e-02 2.191225593212018166e-02 0.000000000000000000e+00 1.806618768384608553e-01 5.250142223801251146e-02 1.000000000000000000e+00
4.000000000000000000e+00 2.662589333487540635e-02 2.327441288543538947e-02 0.000000000000000000e+00 1.981284607058950153e-01 5.359422374639057074e-02 1.000000000000000000e+00
4.200000000000000178e+00 2.099989374554895455e-02 2.331944043900036415e-02 0.000000000000000000e+00 1.974721161977343042e-01 5.250591218228213564e-02 1.000000000000000000e+00
4.400000000000000355e+00 2.853330823694205307e-02 2.273071723475319703e-02 0.000000000000000000e+00 2.200074426668165439e-01 4.862584401797012679e-02 1.000000000000000000e+00
4.600000000000000533e+00 3.456752648110490711e-02 2.240578868543004198e-02 0.000000000000000000e+00 2.677916349282015163e-01 4.464296724645496622e-02 1.000000000000000000e+00
4.799999999999999822e+00 3.471168807929245204e-02 2.073064246179798578e-02 0.000000000000000000e+00 3.154589772565313255e-01 4.408445075803071878e-02 1.000000000000000000e+00
5.000000000000000000e+00 3.456904645680412141e-02 2.026187245911429194e-02 0.000000000000000000e+00 3.210815844376606609e-01 4.411354969281643112e-02 1.000000000000000000e+00
5.200000000000000178e+00 3.529945070286114039e-02 2.052027126519054626e-02 0.000000000000000000e+00 3.092818614247015430e-01 4.427267043830291487e-02 1.000000000000000000e+00
5.400000000000000355e+00 4.029489360006496823e-02 2.302686401238223865e-02 0.000000000000000000e+00 2.944059156135774291e-01 4.747122029610269939e-02 1.000000000000000000e+00
5.600000000000000533e+00 3.258236168570364383e-02 2.326645088310303963e-02 0.000000000000000000e+00 3.093082778571726865e-01 5.085937645908728683e-02 1.000000000000000000e+00
5.799999999999999822e+00 2.588356887064996101e-02 2.406171021797185589e-02 0.000000000000000000e+00 3.122083811958586974e-01 5.294758934663175431e-02 1.000000000000000000e+00
6.000000000000000000e+00 1.997906019909130235e-02 2.440219546910590495e-02 0.000000000000000000e+00 3.158410942396570054e-01 5.912617659879338544e-02 1.000000000000000000e+00
6.200000000000000178e+00 1.780215092240947442e-02 2.416134189094673937e-02 0.000000000000000000e+00 3.286769617645985408e-01 6.036366226031620458e-02 1.000000000000000000e+00
6.400000000000000355e+00 1.793626262636126983e-02 2.323425514543294920e-02 0.000000000000000000e+00 3.189922614616101937e-01 5.864165192545695016e-02 1.000000000000000000e+00
6.600000000000000533e+00 2.204489746309054241e-02 2.989504817325486230e-02 0.000000000000000000e+00 2.932673549271309632e-01 5.887272631737343331e-02 1.000000000000000000e+00
6.799999999999999822e+00 2.227635006376380705e-02 2.675202559847977835e-02 0.000000000000000000e+00 2.920318628824258300e-01 5.809978837565812904e-02 1.000000000000000000e+00
7.000000000000000000e+00 2.148582988171736374e-02 2.518718077070203343e-02 0.000000000000000000e+00 3.065645834276951587e-01 5.491968038889945281e-02 1.000000000000000000e+00
7.200000000000000178e+00 2.383580735409559712e-02 2.045143579289346314e-02 0.000000000000000000e+00 3.253193814346012624e-01 5.397999798823850670e-02 1.000000000000000000e+00
7.400000000000000355e+00 2.637082511089367670e-02 2.005814221537589870e-02 0.000000000000000000e+00 3.517540511701413575e-01 5.693317383969154905e-02 1.000000000000000000e+00
7.600000000000000533e+00 3.110295021839452195e-02 2.788410793716306069e-02 0.000000000000000000e+00 3.689500896922626172e-01 5.863721663893823460e-02 1.000000000000000000e+00
7.799999999999999822e+00 4.219953663717807002e-02 2.700978169054882999e-02 0.000000000000000000e+00 3.800364565911372727e-01 5.848061541909312100e-02 1.000000000000000000e+00
8.000000000000000000e+00 5.040038174918106545e-02 2.570561168058201063e-02 0.000000000000000000e+00 3.508535979255112958e-01 5.204618761525641596e-02 1.000000000000000000e+00
8.199999999999999289e+00 5.012705870515495044e-02 2.515037214761290177e-02 0.000000000000000000e+00 3.643977734919341405e-01 7.193099699130738045e-02 1.000000000000000000e+00
8.400000000000000355e+00 4.177432992868169298e-02 2.577151543397562458e-02 0.000000000000000000e+00 3.702312315806485787e-01 6.728259218452461998e-02 1.000000000000000000e+00
8.599999999999999645e+00 3.282937192810301413e-02 2.609809700619635311e-02 0.000000000000000000e+00 3.806636074472408704e-01 6.675576147959234874e-02 1.000000000000000000e+00
8.800000000000000711e+00 3.617643916867943621e-02 2.693514373941275145e-02 0.000000000000000000e+00 3.666051636626241339e-01 7.251661448760801654e-02 1.000000000000000000e+00
